title,cluster_number
"china must reform irrational price system, zhao",0
"severe drought affects east, northeast thailand",0
ocean transport and trading plc  year 1986,0
dart group raises supermarkets general  bid,0
olson industries inc  4th qtr net,1
olson  to have loss from egg unit sale,3
jefferies  sets supermarkets  market,0
e.d. and f. man to buy into hong kong firm,0
oracle corp  3rd qtr feb 28 net,1
disney  opening experimental retail outlet,0
enterra corp  4th qtr loss,1
johnstown/consolidated realty trust  net,0
duriron  completes valtek  purchase,0
washington federal savings  quarterly div,0
singer  gets texas air  contract,0
rowley-scher  to have loss for year,0
dixons said it got and accepted only 20 pct of cyclops shares in tender,0
london on rise as trading centre in u.s. debt,0
matsushita to issue 200 billion yen convertible,0
dixons gets only 20 pct of cyclops  in bid,0
opposition says uk gov't gave arms to contras,0
brazil announces new planning minister,0
citibank launches currency warrants,0
kaufman and broad home corp  1st qtr feb 28,1
metro cable  to sell partnership,0
renouf has 93.4 pct of benequity  units,0
oil analyst sees papua new guinea as good prospect,0
"china to tighten import control, cut export cost",0
usair group inc  sets quarterly,0
"china must cut demand, continue reforms: zhao",0
yugoslavia seeks 600 mln ecu loan from ec,2
mcfarland  to buy petrominerals,0
timminco acquires universal adhesives,0
year net,0
u.k. money market surplus revised to 250 mln stg,2
gets fda approval for drug,0
year net,0
waste management ends tender offer for chemlawn,0
west german jan coffee imports down on year-ago,0
one valley bancorp  raises quarterly,0
national data corp  3rd qtr feb 28 net,1
nvhomes  sets two-for-one split,0
american resource sets rights offering,0
vanguard technologies international inc,0
thomson mckinnon u.s. government fund dividend,0
thomson mckinnon income fund dividend,0
(oakridge holdings inc) 2nd qtr dec 31 net,1
general computer corp  3rd qtr feb 28 net,1
uk equities seen due for downward correction,0
enserch issues 100 mln dlr convertible bond,2
brierley offer for progressive still valid,0
avatar holdings inc  year net,0
norway offers 11th licence round offshore blocks,0
perception technology  to take charge,0
inspectorate issues 200 mln mark equity eurobond,2
bundesbank buys dollars for yen - frankfurt dealers,0
reuters to buy i p sharp of canada,0
horizon bank  sets stock split,0
waste  ends offer for chemlawn,0
core-mark international names acting chairman,0
year loss,0
united medical  to sell unit,3
rexnord  to cut staff to 50 from 112,0
ccc accepts bonus bid on cattle for egypt - usda,0
intel  unit sells notes at 8.18 pct,3
spain's socialist trade union pushes for wage hike,0
thatcher defends uk oil policy in saudi interview,0
march prices fell in german state on year-ago,0
bundesbank buys dollars in frankfurt - dealers,0
crossland savings acquires western savings,0
general electric  sells rights to technique,0
cpc  expects european sale to cut debt,0
bank of england drains money market liquidity,0
h.k. official defends non-prosecution of bond,0
vicorp restaurants inc  1st qtr feb 15 net,1
commerzbank to acquire and float linotype,0
vicorp  ends sale/leaseback deal,0
"ec export licences for 59,000 tonnes white  sugar at rebate 45.678 ecus - french traders",0
u.k. intervention board details ec sugar sales,0
pioneer-standard electronics inc  payout,0
amsterdam exchange announces modernisation drive,0
house ways and means cmte finishes work on bill to toughen trade laws,0
cherokee group  files to offer shares,0
south africa problems remain despite debt pact,0
fabri-centers  4th qtr ends jan 31 net,1
tseng laboratories inc  4th qtr net,1
park electrochemical corp  sets payout,0
brazil seamen say strike near end,0
key u.s. house panel finishes major trade bill,0
russ togs inc  4th qtr jan 31 net,1
johnstown american cos  2nd qtr feb 28 net,1
easco offers initial sale of securities,0
keihin electric express issues 150 mln dlr bond,2
bristol and west building society issues cds,0
woolwich building society issuing 50 mln stg bond,2
itt   unit files for preferred stock sale,3
cpc expects european sale to cut debt,0
thermo process  acquisition terminated,0
chrysler finance issuing sterling eurobond,0
noranda raises primary aluminum prices,0
soviet paper details georgian flood damage,0
utilicorp  sees higher 1987 first quarter,0
initial offering underway,0
tseng  sees sales increase first qtr 1987,1
minntech  gets more cash for development,0
stockholder systems  makes acquisition,0
concept inc  2nd qtr feb 28 net,1
life of indiana corp  4th qtr loss,1
b.f. saul real estate investment  payout,0
south africa problems remain despite debt pact,0
maytag  sees capital spending up in 1987,0
travelers  unit to buy realty divisions,3
communications and cable inc  1st qtr net,1
ben equity holdings  suspended on nyse,0
escagen corp  initial offering starts,0
bristol-myers  files aids vaccine with fda,0
dallas investor cuts stake in mcdermott (mdr),0
fed adopts redeposit service for bounced checks,0
"intn'l platinum, degussa in joint venture talks",0
westwood one inc  1st qwtr feb 28 net,1
"reagan opposes new taxes, seeks budget",0
iran says has better weapons than silkworm,0
ec commission details sugar tender,0
inland steel  preferred offered,0
advanced micro  preferred offered,0
tricentrol to concentrate on proven reserves,0
rolls-royce signs new engine deal with boeing,0
brooklyn union gas co  sets payout,0
unisys  introduces new products,0
argentine port workers take industrial action,0
novamin says it received proposed takeover bid from breakwater,0
nyfe seat sells for 200 dlrs,0
nec corp has 150 mln dlr euro-cp program,2
france sets four billion franc t-bill tender,0
fed expected to add reserves in market,0
india reported buying two white sugar cargoes,0
novamin in proposed buyout by breawater,0
lilly industrial coatings inc  1st qtr,1
"commonwealty realty , bay  end talks",0
met-pro corp  4th qtr ends jan 31 net,1
"edo  to buy back additional 500,000 shares",0
vista  forms office of the president,0
central maine power co  sets quarterly,0
some firms curb commodities business with drexel,0
"pep boys  sets split, raises quarterly",0
"pep boys - manny, moe and jack inc  4th qtr",1
hovnanian enterprises  earnings to rise,0
ny traders say turkey made large sugar purchase,0
norfolk  unit sells equipment certificates,3
anheuser-busch  officer resigns,0
johnson says fed's actions yesterday meant to stabilize dollar at current levels,0
sunstar foods inc  2nd qtr feb 28 net,1
phoenix re  initial offering under way,0
nippon signal to issue 50 mln swiss franc notes,2
hadson  to acquire 85 pct of seaxe,0
reuters to buy i p sharp of canada,0
tcby enterprises  splits stock,0
first interstate  sells capital notes,0
raytheon co  sets quarterly,0
"fiat may issue bond for libyan stake, paper says",0
italy's stet forms telecommunications firm,0
p.h. glatfelter co  increases dividend,0
life of indiana corp  4th qtr loss,1
(corrected) - tseng  sees sales increase,0
"brazilian bank strike spreads, union says",0
consolidated norex to acquire triweb resources,0
thai sugar production continues high in feb,0
swedish export credit issues new zealand dlr bond,0
apollo computer  in joint marketing pact,0
accugraph in asia marketing pact with trio-tech,0
reichhold chemicals inc exploring possible sale of european subsidiary,0
ny traders expect china to step up sugar buying,0
ross stores inc  4th qtr jan 31 loss,1
italian treasury bill offer has mixed response,0
afg  expands into auto glass replacement,0
greenwood resources says banks could foreclose,0
navistar  still expects higher 1987 net,0
hees international sets 100 mln dlr share issue,2
corrected-lilly industrial coatings inc,0
u.s. senate panel approves trade mission bill,0
caterpillar  workers told to end sit-in,0
"bat shares undervalued, say stock market analysts",0
baldrige says u.s. will not let japan dominate world electronics market,0
reichhold  exploring sale of european unit,3
americus trust for merck  now effective,0
"ual said donald trump was interested in ual stock ""as investment""",0
int'l broadcasting  sets reverse split,0
bi inc  sets reverse split,0
baldrige says japan must open its markets,0
k mart  unit buys texas land,3
basf corp year net,0
toronto dominion buying montreal exchange seat,0
"lear siegler deposits 79.4 mln dlrs to secure notes, effects reorganization",2
j.a.m.  wins 1.5 mln dlr contract,2
unisys  new mainframe introduction not set,0
montana power co  votes quarterly dividend,0
ual  said trump talked with ual chairman,0
grolier  debt upgraded by moody's,0
team inc  3rd qtr feb 28 net,1
"todd shipyards corp omits qtly common div, sets preferred payout",0
rsi corp  2nd qtr feb 28 net,1
rcm technologies inc  1st qtr jan 31 loss,1
mcclain industries inc  1st qtr dec 31 net,1
"fed offers to buy one billion dlrs of bills for customer, after note auction",0
synalloy  ends plans to sell unit,3
c-i-l acquiring trimac's stake in tricil,0
ec inflation starts to rise again in february,0
pantera's  to buy ten pizza restaurants,0
allied-signal inc to sell linotype group to commerzbank of west germany,0
energy/u.s. oil output,0
todd shipyards  omits commmon dividend,0
imo delaval  sets initial dividend,0
fed to purchase treasury bills for a customer,0
gould  introduces new mini supercomputers,0
national computer systems inc 4th qtr net,1
sec sanctions accountants kmg main hurdman,0
allied-signal  to sell linotype unit,3
continental health affiliates inc  4th qtr,1
canada sets oil industry aid package,0
continental  repurchases notes,0
"to offer shares, notes",0
mountleigh group seeks 100 mln stg facility,2
southwest forest  settles strike,0
cocoa talks slow at crucial stage - delegates,0
mack trucks  debt affirmed by s/p,0
euratom ecu bond marks rome treaty anniversary,0
newmont gold  sees gold sales rising,0
messidor to merge with triton beleggingen,0
immunogenetics  to enter liposome field,0
smith barney analyst cuts hercules  rating,0
s/p upgrades consumers power's senior and subordinated debt,0
navistar  sees higher capital spending,0
mohawk data  affiliate in service deal,0
consumers power  debt raised by s/p,0
encor energy corp plans 125 mln dlr debenture offer,2
pacific gas  seeks purchase rule change,0
encor energy corp inc yr net loss 406.6 mln vs profit 35.4 mln,2
brazil plans new economic strategy for growth,0
middle south  to form new dividend policy,0
uk poll shows surge for centrist alliance parties,0
emerson radio  sells debt privately,0
solar systems sun dance  extends warrants,0
"twa sold four mln shares of usair believed to institutions, wall street sources",2
"u.s. sugar policy may self-destruct, congressman",0
fiat says it not planning to issue eurobonds,0
"investors increase stake in frost, sullivan",0
liberian ore carrier in collision in river elbe,0
aim telephones  sells debt to shareholder,0
hershey oil corp  4th qtr loss,1
gets bond guarantees,0
eg and g inc  sets quarterly,0
year loss,0
"brazilian labour unrest spreads, many banks shut",0
